detection_model,metric,correlation,pvalue,significant
microsoft/deberta-v3-small,L_OUR_PRON,0.0043906370700453265,0.8892714745281746,False
microsoft/deberta-v3-small,L_THEIR_PRON,-0.06523302881275334,0.038384921960358996,True
microsoft/deberta-v3-small,L_YOURS_PRON,0.02572870875330986,0.41451002839500445,False
microsoft/deberta-v3-small,L_THEIRS_PRON,0.004099237651863375,0.8965776436518087,False
microsoft/deberta-v3-small,L_HERS_PRON,0.060545267020881116,0.05465225473478774,False
microsoft/deberta-v3-small,L_OURS_PRON,0.0031641361479957525,0.9200793146618098,False
microsoft/deberta-v3-small,L_MYSELF_PRON,-0.023072504897304554,0.46434082251303144,False
microsoft/deberta-v3-small,L_YOURSELF_PRON,0.030414969478603022,0.33470994585621844,False
microsoft/deberta-v3-small,L_HIMSELF_PRON,-0.01238255360513522,0.6945697706084454,False
microsoft/deberta-v3-small,L_HERSELF_PRON,-0.03551916006796658,0.25988852425160097,False
microsoft/deberta-v3-small,L_ITSELF_PRON,-0.03177961948036623,0.3134667929647684,False
microsoft/deberta-v3-small,L_OURSELVES_PRON,0.0003068822856323577,0.992235810941836,False
microsoft/deberta-v3-small,L_YOURSELVES_PRON,-0.01774841629652414,0.5735439056864002,False
microsoft/deberta-v3-small,L_THEMSELVES_PRON,-0.06382682460862532,0.04276575722626469,True
microsoft/deberta-v3-small,L_FIRST_PERSON_SING_PRON,-8.958439418751962e-05,0.9977334625269992,False
microsoft/deberta-v3-small,L_SECOND_PERSON_PRON,0.014288242326916053,0.6504782537512638,False
microsoft/deberta-v3-small,L_THIRD_PERSON_SING_PRON,-0.04729385392613375,0.1334823717492333,False
microsoft/deberta-v3-small,L_THIRD_PERSON_PLURAL_PRON,-0.05024630819305778,0.11086918439212848,False
microsoft/deberta-v3-small,VF_INFINITIVE,-0.03663191565140927,0.2452459473839238,False
xlm-roberta-base,MATTR,0.030773968440825285,0.3290337012905976,False
xlm-roberta-base,L_MATTR,0.02068210318450762,0.511893727208749,False
xlm-roberta-base,LEX_DEN,-0.042283624153367366,0.17979137297013167,False
xlm-roberta-base,UNIQUE_WORDS,-0.044080873603404916,0.16197268726737807,False
xlm-roberta-base,FLESCH,-0.0063335833220788396,0.8408256027509236,False
xlm-roberta-base,GUNNING_FOG,-0.04321097717148077,0.17042357324673096,False
xlm-roberta-base,AVG_SENT_LEN,-0.07306529798496378,0.020342262966269474,True
xlm-roberta-base,LONG_SENTS,-0.06084096677379533,0.05347895596436872,False
xlm-roberta-base,SHORT_SENTS,0.041066206060876805,0.1926623687239567,False
xlm-roberta-base,SENT_LEN_STD,-0.05829244328235546,0.06431288473051684,False
xlm-roberta-base,len_in_characters,-0.044785140729879915,0.15536537215118632,False
xlm-roberta-base,polarity,0.10635945732517027,0.000719036041616973,True
xlm-roberta-base,subjectivity,0.05799503023382613,0.06568756437158543,False
xlm-roberta-base,POS_VERB,-0.07222475722341674,0.021835621418203232,True
xlm-roberta-base,POS_NOUN,-0.06638440958122988,0.03508730168784625,True
xlm-roberta-base,POS_ADJ,0.03748125687218094,0.2344655377975602,False
xlm-roberta-base,POS_ADV,0.016383035374258868,0.6033879039972214,False
xlm-roberta-base,POS_DET,0.044385419759069025,0.15908995359271355,False
xlm-roberta-base,POS_INTJ,-0.03224375746388726,0.30644816102309924,False
xlm-roberta-base,POS_CONJ,-0.020262742724206334,0.5204902492681063,False
xlm-roberta-base,POS_PART,-0.006001097037922738,0.8490785734244043,False
xlm-roberta-base,POS_NUM,0.07556572418846466,0.01641335122380419,True
xlm-roberta-base,POS_PREP,0.003163029236059869,0.9201071798658339,False
xlm-roberta-base,POS_PRO,0.050593963169613995,0.10841820516049153,False
xlm-roberta-base,G_PASSIVE,0.053750016997158465,0.08807777702019574,False
xlm-roberta-base,G_ACTIVE,0.061190332850352525,0.052119859941802134,False
xlm-roberta-base,G_PRESENT,0.11551241991071684,0.00023769688485438496,True
xlm-roberta-base,G_PAST,0.006412943645410639,0.8388582656076864,False
xlm-roberta-base,G_FUTURE,0.06909491423632885,0.02826449527385584,True
xlm-roberta-base,L_CONT_A,-0.03877305610899788,0.2187190307632982,False
xlm-roberta-base,L_FUNC_A,0.03473624412419839,0.2705461625369921,False
xlm-roberta-base,L_CONT_T,-0.0006484120612636965,0.9835959283606154,False
xlm-roberta-base,L_FUNC_T,0.047607014443643306,0.13092687831374158,False
xlm-roberta-base,L_PROPER_NAME,0.022341692718817474,0.47861304377631664,False
xlm-roberta-base,L_PERSONAL_NAME,0.045697252606888394,0.14711429650441224,False
xlm-roberta-base,L_POSSESSIVES,-0.0021244018446833907,0.9462918838143642,False
xlm-roberta-base,L_ADJ_POSITIVE,0.04325640650560544,0.16997422664454506,False
xlm-roberta-base,L_ADJ_COMPARATIVE,-0.02282130970277694,0.4692196239164882,False
xlm-roberta-base,L_ADJ_SUPERLATIVE,0.04654346809064333,0.13976248746703096,False
xlm-roberta-base,L_ADV_POSITIVE,0.024747058018345112,0.43254735623944524,False
xlm-roberta-base,L_ADV_COMPARATIVE,0.016032447902551112,0.6111619584260659,False
xlm-roberta-base,L_ADV_SUPERLATIVE,0.022120562087055817,0.48297824739224815,False
xlm-roberta-base,ST_REPETITIONS_WORDS,-0.026205783872322766,0.4059068415520121,False
xlm-roberta-base,ST_REPETITIONS_SENT,,,False
xlm-roberta-base,L_I_PRON,0.032844295583671024,0.2975223804200038,False
xlm-roberta-base,L_HE_PRON,0.031287173612157534,0.32102809537637406,False
xlm-roberta-base,L_SHE_PRON,0.07990454669646267,0.011155118061396805,True
xlm-roberta-base,L_IT_PRON,-0.06721343383391562,0.03286523168069083,True
xlm-roberta-base,L_YOU_PRON,0.010796939477493495,0.7320673092558782,False
xlm-roberta-base,L_WE_PRON,0.1081622111772022,0.0005819742039880789,True
xlm-roberta-base,L_THEY_PRON,-0.0182603764256336,0.5625366018419911,False
xlm-roberta-base,L_ME_PRON,-0.024851376196242086,0.43060928469190984,False
xlm-roberta-base,L_YOU_OBJ_PRON,0.0503092967441975,0.11042190161191102,False
xlm-roberta-base,L_HIM_PRON,0.04150098964645628,0.18799020986985823,False
xlm-roberta-base,L_HER_OBJECT_PRON,0.07225523833631138,0.02177984613893742,True
xlm-roberta-base,L_IT_OBJECT_PRON,0.07748474934715528,0.013866148323990978,True
xlm-roberta-base,L_US_PRON,-0.012315289343841832,0.6961461704631278,False
xlm-roberta-base,L_THEM_PRON,-0.07971438175690054,0.011349726136177006,True
xlm-roberta-base,L_MY_PRON,0.052948050278913944,0.09292982959472296,False
xlm-roberta-base,L_YOUR_PRON,-0.008699019718621238,0.7826649332386298,False
xlm-roberta-base,L_HIS_PRON,0.022970691653520156,0.4663148700306302,False
xlm-roberta-base,L_HER_PRON,0.06306360854164769,0.0453152975352014,True
xlm-roberta-base,L_ITS_PRON,-0.07945555675966988,0.011619432267374337,True
xlm-roberta-base,L_OUR_PRON,0.1125950718934864,0.0003413102635620993,True
xlm-roberta-base,L_THEIR_PRON,-0.015367549925109109,0.6260259260251254,False
xlm-roberta-base,L_YOURS_PRON,-0.00864850830107946,0.7838955357013718,False
xlm-roberta-base,L_THEIRS_PRON,0.008233976486353604,0.7940148460588965,False
xlm-roberta-base,L_HERS_PRON,0.030568942721959,0.33226775388155677,False
xlm-roberta-base,L_OURS_PRON,0.00995555847098321,0.7522341598290407,False
xlm-roberta-base,L_MYSELF_PRON,-0.016589728006073286,0.5988255326754097,False
xlm-roberta-base,L_YOURSELF_PRON,0.06111477500243273,0.052411322736209104,False
xlm-roberta-base,L_HIMSELF_PRON,-0.02731664766877851,0.38629154493473805,False
xlm-roberta-base,L_HERSELF_PRON,-0.032080137508307155,0.30891043920175915,False
xlm-roberta-base,L_ITSELF_PRON,-0.055382702386747404,0.07883031339834462,False
xlm-roberta-base,L_OURSELVES_PRON,-0.01792731539749791,0.5696859475544102,False
xlm-roberta-base,L_YOURSELVES_PRON,-0.005310574374728538,0.8662705801033793,False
xlm-roberta-base,L_THEMSELVES_PRON,-0.10021915534931496,0.0014428673984678566,True
xlm-roberta-base,L_FIRST_PERSON_SING_PRON,0.032844295583671024,0.2975223804200038,False
xlm-roberta-base,L_SECOND_PERSON_PRON,0.010519048190425134,0.7387083840320123,False
xlm-roberta-base,L_THIRD_PERSON_SING_PRON,-0.030660336983173456,0.33082358646222104,False
xlm-roberta-base,L_THIRD_PERSON_PLURAL_PRON,-0.038935140036806794,0.21679816497494006,False
xlm-roberta-base,VF_INFINITIVE,-0.09504054508751483,0.0025232496953096644,True
