detection_model,metric,dataset,correlation,pvalue,significant
microsoft/deberta-v3-small,L_HERSELF_PRON,news,-0.5289341198217026,9.338063330302975e-05,True
microsoft/deberta-v3-small,L_HERSELF_PRON,reviews,-0.12322508416938807,0.39893236910351465,False
microsoft/deberta-v3-small,L_HERSELF_PRON,qa,-0.41904320135898376,0.002727957606392617,True
microsoft/deberta-v3-small,L_ITSELF_PRON,abstracts,-0.2517909324964465,0.08093667689022283,False
microsoft/deberta-v3-small,L_ITSELF_PRON,news,-0.3258259163281717,0.0223339120361231,True
microsoft/deberta-v3-small,L_ITSELF_PRON,reviews,0.43816060244817684,0.0016393092020972582,True
microsoft/deberta-v3-small,L_ITSELF_PRON,qa,-0.39482870713732254,0.004992634159259058,True
microsoft/deberta-v3-small,L_OURSELVES_PRON,abstracts,-0.1856366087481429,0.20158668790236522,False
microsoft/deberta-v3-small,L_OURSELVES_PRON,news,0.009449331869069984,0.9486205531844021,False
microsoft/deberta-v3-small,L_OURSELVES_PRON,reviews,-0.5862806333405666,9.581158689442904e-06,True
microsoft/deberta-v3-small,L_OURSELVES_PRON,qa,-0.08322076205404505,0.5696993052563872,False
microsoft/deberta-v3-small,L_YOURSELVES_PRON,abstracts,,,False
microsoft/deberta-v3-small,L_YOURSELVES_PRON,news,-0.10783280682029606,0.46081955012875014,False
microsoft/deberta-v3-small,L_YOURSELVES_PRON,reviews,-0.16343156715396917,0.2618402840685419,False
microsoft/deberta-v3-small,L_YOURSELVES_PRON,qa,-0.3718272178538661,0.008522000938692367,True
microsoft/deberta-v3-small,L_THEMSELVES_PRON,abstracts,-0.3105931760893727,0.02985118482063195,True
microsoft/deberta-v3-small,L_THEMSELVES_PRON,news,-0.47082995146932705,0.0006395956951751547,True
microsoft/deberta-v3-small,L_THEMSELVES_PRON,reviews,-0.5354619237393109,7.355617554099355e-05,True
microsoft/deberta-v3-small,L_THEMSELVES_PRON,qa,-0.4001310743457625,0.004390107744701832,True
microsoft/deberta-v3-small,L_FIRST_PERSON_SING_PRON,abstracts,-0.21141969517465786,0.1447648746414716,False
microsoft/deberta-v3-small,L_FIRST_PERSON_SING_PRON,news,0.3690865109289948,0.009060428783574201,True
microsoft/deberta-v3-small,L_FIRST_PERSON_SING_PRON,reviews,0.5562148350341871,3.3307951831051475e-05,True
microsoft/deberta-v3-small,L_FIRST_PERSON_SING_PRON,qa,0.39922145247317786,0.004488699541559073,True
microsoft/deberta-v3-small,L_SECOND_PERSON_PRON,abstracts,-0.5174022322170121,0.00014068346117655726,True
microsoft/deberta-v3-small,L_SECOND_PERSON_PRON,news,0.5694672321382425,1.9523298311172835e-05,True
microsoft/deberta-v3-small,L_SECOND_PERSON_PRON,reviews,-0.45489244000027174,0.0010241281062675104,True
microsoft/deberta-v3-small,L_SECOND_PERSON_PRON,qa,-0.29093220469844056,0.0425547620494693,True
microsoft/deberta-v3-small,L_THIRD_PERSON_SING_PRON,abstracts,-0.07585189141147658,0.6044557848013934,False
microsoft/deberta-v3-small,L_THIRD_PERSON_SING_PRON,news,0.37216061713372345,0.008458430504542336,True
microsoft/deberta-v3-small,L_THIRD_PERSON_SING_PRON,reviews,0.3570731947093494,0.011781445922527417,True
microsoft/deberta-v3-small,L_THIRD_PERSON_SING_PRON,qa,-0.4473123039200473,0.0012711321231759563,True
microsoft/deberta-v3-small,L_THIRD_PERSON_PLURAL_PRON,abstracts,0.25517140352603546,0.07680863775140463,False
microsoft/deberta-v3-small,L_THIRD_PERSON_PLURAL_PRON,news,0.1979946438655676,0.1726532048102556,False
microsoft/deberta-v3-small,L_THIRD_PERSON_PLURAL_PRON,reviews,-0.35601326535223543,0.012052093605725952,True
microsoft/deberta-v3-small,L_THIRD_PERSON_PLURAL_PRON,qa,-0.5187694444866402,0.00013411397843693813,True
microsoft/deberta-v3-small,VF_INFINITIVE,abstracts,0.2162792924193646,0.13554154168393528,False
microsoft/deberta-v3-small,VF_INFINITIVE,news,0.38339203635534347,0.00654342887225745,True
microsoft/deberta-v3-small,VF_INFINITIVE,reviews,0.3594688864327855,0.011188868093977141,True
microsoft/deberta-v3-small,VF_INFINITIVE,qa,-0.5044908374484066,0.00021882402216712906,True
xlm-roberta-base,MATTR,abstracts,-0.18642804813094813,0.19963715797557818,False
xlm-roberta-base,MATTR,news,-0.6408456908680212,7.048461905439915e-07,True
xlm-roberta-base,MATTR,reviews,-0.5339552251472219,7.775515983531162e-05,True
xlm-roberta-base,MATTR,qa,-0.2642211176499977,0.06657170394821842,False
xlm-roberta-base,L_MATTR,abstracts,-0.17005762711605138,0.24272386803314427,False
xlm-roberta-base,L_MATTR,news,-0.6398536419699663,7.42484638241306e-07,True
xlm-roberta-base,L_MATTR,reviews,-0.5731187448224512,1.6782537793280974e-05,True
xlm-roberta-base,L_MATTR,qa,-0.28438034254159045,0.04766179260133669,True
xlm-roberta-base,LEX_DEN,abstracts,-0.3109062412031396,0.02967780822741755,True
xlm-roberta-base,LEX_DEN,news,-0.6583496276443478,2.7274796707939996e-07,True
xlm-roberta-base,LEX_DEN,reviews,-0.5064293032351092,0.00020501120230846559,True
xlm-roberta-base,LEX_DEN,qa,-0.26540975178969684,0.06531202562723229,False
xlm-roberta-base,UNIQUE_WORDS,abstracts,0.2825906497135262,0.049140302749447175,True
xlm-roberta-base,UNIQUE_WORDS,news,-0.30262429863629653,0.034556210875266356,True
xlm-roberta-base,UNIQUE_WORDS,reviews,-0.41108580397281724,0.003343616212524862,True
xlm-roberta-base,UNIQUE_WORDS,qa,-0.28625757239163163,0.04615005378387331,True
xlm-roberta-base,FLESCH,abstracts,0.15771154899512288,0.27913173124835555,False
xlm-roberta-base,FLESCH,news,0.6633546517272269,2.0553444457137212e-07,True
xlm-roberta-base,FLESCH,reviews,0.6169780344509709,2.3452687468504102e-06,True
xlm-roberta-base,FLESCH,qa,0.21491889711430517,0.13807804926001424,False
xlm-roberta-base,GUNNING_FOG,abstracts,-0.05835385116974362,0.690429917009574,False
xlm-roberta-base,GUNNING_FOG,news,-0.6670625079221191,1.66094748235841e-07,True
xlm-roberta-base,GUNNING_FOG,reviews,-0.6082901004891859,3.5456613410282274e-06,True
xlm-roberta-base,GUNNING_FOG,qa,-0.17626279622085558,0.22570369678239643,False
xlm-roberta-base,AVG_SENT_LEN,abstracts,0.10224609902405618,0.48450105772773366,False
xlm-roberta-base,AVG_SENT_LEN,news,-0.6465539618348615,5.206067001727063e-07,True
xlm-roberta-base,AVG_SENT_LEN,reviews,-0.5949208544395042,6.542422540292539e-06,True
xlm-roberta-base,AVG_SENT_LEN,qa,-0.12958670491719826,0.3748421655990748,False
xlm-roberta-base,LONG_SENTS,abstracts,0.1817842232223542,0.21126799280876885,False
xlm-roberta-base,LONG_SENTS,news,-0.5387175955113822,6.518224413974741e-05,True
xlm-roberta-base,LONG_SENTS,reviews,-0.6207602240874996,1.9514110702684965e-06,True
xlm-roberta-base,LONG_SENTS,qa,-0.21367162294180753,0.14043459068168587,False
xlm-roberta-base,SHORT_SENTS,abstracts,-0.07933504365659516,0.5879120372780166,False
xlm-roberta-base,SHORT_SENTS,news,-0.012087423448476103,0.9343042742225605,False
xlm-roberta-base,SHORT_SENTS,reviews,0.586400478793846,9.531306195742446e-06,True
xlm-roberta-base,SHORT_SENTS,qa,0.18081577129101017,0.21375209755488897,False
xlm-roberta-base,SENT_LEN_STD,abstracts,0.011636190219507986,0.9367516745172987,False
xlm-roberta-base,SENT_LEN_STD,news,-0.6025351732998799,4.631227883984572e-06,True
xlm-roberta-base,SENT_LEN_STD,reviews,-0.6190316308516418,2.1230994106341937e-06,True
xlm-roberta-base,SENT_LEN_STD,qa,-0.15198811228186393,0.29716913240547005,False
xlm-roberta-base,len_in_characters,abstracts,0.2520998411014299,0.08055236858323207,False
xlm-roberta-base,len_in_characters,news,-0.4337371883892484,0.001849158644237245,True
xlm-roberta-base,len_in_characters,reviews,-0.4950346676711992,0.00029911257083429577,True
xlm-roberta-base,len_in_characters,qa,-0.28293115845342376,0.048856167447145604,True
xlm-roberta-base,polarity,abstracts,-0.10194989347896219,0.4857742036598017,False
xlm-roberta-base,polarity,news,0.27830479062391134,0.05283267039441905,False
xlm-roberta-base,polarity,reviews,0.48464695374849887,0.0004173286805344486,True
xlm-roberta-base,polarity,qa,-0.2292913810599114,0.11301166168412724,False
xlm-roberta-base,subjectivity,abstracts,-0.34246207179588145,0.01601028865451134,True
xlm-roberta-base,subjectivity,news,0.21553217910636022,0.1369302154482431,False
xlm-roberta-base,subjectivity,reviews,0.46929055211713844,0.0006700181879577941,True
xlm-roberta-base,subjectivity,qa,-0.26896472705607405,0.061657743792623065,False
xlm-roberta-base,POS_VERB,abstracts,-0.08128774237480735,0.578726982782223,False
xlm-roberta-base,POS_VERB,news,-0.42456963413641996,0.002361575466796465,True
xlm-roberta-base,POS_VERB,reviews,0.20551734265178032,0.1565833654499667,False
xlm-roberta-base,POS_VERB,qa,-0.0322811935239206,0.8257214423281115,False
xlm-roberta-base,POS_NOUN,abstracts,-0.31836816170341925,0.025786800457354455,True
xlm-roberta-base,POS_NOUN,news,-0.6056309645334434,4.014010805842262e-06,True
xlm-roberta-base,POS_NOUN,reviews,-0.5490560229491742,4.4036583459815886e-05,True
xlm-roberta-base,POS_NOUN,qa,-0.24935850779026433,0.08401336026190927,False
xlm-roberta-base,POS_ADJ,abstracts,-0.08627614908200462,0.5555640375623294,False
xlm-roberta-base,POS_ADJ,news,-0.648289172011343,4.742065954725417e-07,True
xlm-roberta-base,POS_ADJ,reviews,0.42255905138492916,0.002489488078374099,True
xlm-roberta-base,POS_ADJ,qa,-0.2659026450834456,0.06479528320685289,False
xlm-roberta-base,POS_ADV,abstracts,0.11118444709188466,0.44691870969132336,False
xlm-roberta-base,POS_ADV,news,-0.659977915700954,2.4890719648885677e-07,True
xlm-roberta-base,POS_ADV,reviews,-0.2301035631955593,0.11170646973425637,False
xlm-roberta-base,POS_ADV,qa,-0.17112653345104276,0.23973140630746043,False
xlm-roberta-base,POS_DET,abstracts,0.27894850004213023,0.05226420180633987,False
xlm-roberta-base,POS_DET,news,0.6633602865176939,2.054683699296109e-07,True
xlm-roberta-base,POS_DET,reviews,0.41073583944570724,0.0033732998931054535,True
xlm-roberta-base,POS_DET,qa,0.18840651211258805,0.19482205678820264,False
xlm-roberta-base,POS_INTJ,abstracts,0.08996763975379526,0.5387103075814651,False
xlm-roberta-base,POS_INTJ,news,-0.45769477833725714,0.0009443132061188138,True
xlm-roberta-base,POS_INTJ,reviews,0.3724046369892581,0.008412162779474337,True
xlm-roberta-base,POS_INTJ,qa,0.091946548766009,0.5297788151100261,False
xlm-roberta-base,POS_CONJ,abstracts,0.19360420630460173,0.182566310556252,False
xlm-roberta-base,POS_CONJ,news,0.5924104649856028,7.317623665871138e-06,True
xlm-roberta-base,POS_CONJ,reviews,0.5022260375002819,0.0002360292722247751,True
xlm-roberta-base,POS_CONJ,qa,-0.11234370119468139,0.44216503928173806,False
xlm-roberta-base,POS_PART,abstracts,0.21157670938643955,0.14445977551515066,False
xlm-roberta-base,POS_PART,news,0.5985500391196882,5.555267552637098e-06,True
xlm-roberta-base,POS_PART,reviews,0.3937895530937667,0.005118844062827699,True
xlm-roberta-base,POS_PART,qa,-0.2015839073246566,0.16484316491140577,False
xlm-roberta-base,POS_NUM,abstracts,0.16537326554275078,0.2561370969078195,False
xlm-roberta-base,POS_NUM,news,0.49948406720808936,0.00025849774336552463,True
xlm-roberta-base,POS_NUM,reviews,0.16961484342051183,0.24397087738902293,False
xlm-roberta-base,POS_NUM,qa,0.22461960072017617,0.12074622776310452,False
xlm-roberta-base,POS_PREP,abstracts,0.09110741775875733,0.5335571890341924,False
xlm-roberta-base,POS_PREP,news,0.30929356234651373,0.030579949028878853,True
xlm-roberta-base,POS_PREP,reviews,-0.5728228066812132,1.6990695651978813e-05,True
xlm-roberta-base,POS_PREP,qa,-0.13679144747029018,0.34863681778460964,False
xlm-roberta-base,POS_PRO,abstracts,0.09028566670599268,0.5372700315191022,False
xlm-roberta-base,POS_PRO,news,0.5915528564478382,7.6013423246523485e-06,True
xlm-roberta-base,POS_PRO,reviews,0.3471664577360267,0.014526466310021992,True
xlm-roberta-base,POS_PRO,qa,-0.2290453988872052,0.11340924487819778,False
xlm-roberta-base,G_PASSIVE,abstracts,0.024130126657605874,0.8692790734709426,False
xlm-roberta-base,G_PASSIVE,news,0.49963537551462156,0.00025720904070454265,True
xlm-roberta-base,G_PASSIVE,reviews,0.293462213726123,0.04070659000560854,True
xlm-roberta-base,G_PASSIVE,qa,0.30659772713651384,0.0321388486162544,True
xlm-roberta-base,G_ACTIVE,abstracts,0.12957097928355246,0.3749006206411585,False
xlm-roberta-base,G_ACTIVE,news,0.6615340081943717,2.2795480495438057e-07,True
xlm-roberta-base,G_ACTIVE,reviews,0.57457054365508,1.5794990846897137e-05,True
xlm-roberta-base,G_ACTIVE,qa,-0.02808868585928001,0.8480690944918932,False
xlm-roberta-base,G_PRESENT,abstracts,0.08356675739905259,0.5680903094565615,False
xlm-roberta-base,G_PRESENT,news,0.6309683037901241,1.1735714534465994e-06,True
xlm-roberta-base,G_PRESENT,reviews,0.5265839695667385,0.00010163699077064845,True
xlm-roberta-base,G_PRESENT,qa,-0.036841236744907656,0.8015694478254248,False
xlm-roberta-base,G_PAST,abstracts,0.3959576329940014,0.004858614033834002,True
xlm-roberta-base,G_PAST,news,0.5726809995439845,1.709128122182222e-05,True
xlm-roberta-base,G_PAST,reviews,0.512151594700741,0.0001687288814874334,True
xlm-roberta-base,G_PAST,qa,0.278350714697417,0.052791949295413955,False
xlm-roberta-base,G_FUTURE,abstracts,0.20811963531213307,0.15128834520754694,False
xlm-roberta-base,G_FUTURE,news,0.5098657549341601,0.00018245630864453414,True
xlm-roberta-base,G_FUTURE,reviews,0.33665257371461904,0.018018828344771663,True
xlm-roberta-base,G_FUTURE,qa,-0.12086868024027655,0.40807938886478545,False
xlm-roberta-base,L_CONT_A,abstracts,-0.3013786998379435,0.035344247305189966,True
xlm-roberta-base,L_CONT_A,news,-0.6610485793719393,2.343072227713744e-07,True
xlm-roberta-base,L_CONT_A,reviews,-0.45095172582529186,0.0011465822833046217,True
xlm-roberta-base,L_CONT_A,qa,-0.22234456428728278,0.12465488572679079,False
xlm-roberta-base,L_FUNC_A,abstracts,0.27503346090927194,0.05579936723156347,False
xlm-roberta-base,L_FUNC_A,news,0.6618277351910632,2.2418953671617034e-07,True
xlm-roberta-base,L_FUNC_A,reviews,0.47207302653622063,0.000615942611775855,True
xlm-roberta-base,L_FUNC_A,qa,-0.059775956853516346,0.6832773811339821,False
xlm-roberta-base,L_CONT_T,abstracts,-0.34238798257566316,0.01603465154108166,True
xlm-roberta-base,L_CONT_T,news,-0.6770338124308259,9.224993417663019e-08,True
xlm-roberta-base,L_CONT_T,reviews,-0.31065585155354797,0.029816407635935877,True
xlm-roberta-base,L_CONT_T,qa,0.012107589892748558,0.9341949092523413,False
xlm-roberta-base,L_FUNC_T,abstracts,-0.36154516944719994,0.010696193411796943,True
xlm-roberta-base,L_FUNC_T,news,-0.2130592167720176,0.1416025388010704,False
xlm-roberta-base,L_FUNC_T,reviews,0.05111130685893389,0.7272611780143616,False
xlm-roberta-base,L_FUNC_T,qa,0.22985339398854046,0.11210726397685719,False
xlm-roberta-base,L_PROPER_NAME,abstracts,0.07665299376238982,0.6006329599895357,False
xlm-roberta-base,L_PROPER_NAME,news,0.6101392119778773,3.2504210259224064e-06,True
xlm-roberta-base,L_PROPER_NAME,reviews,-0.01984843992844232,0.8923228337458842,False
xlm-roberta-base,L_PROPER_NAME,qa,0.20119801789972216,0.16567026895757378,False
xlm-roberta-base,L_PERSONAL_NAME,abstracts,0.14600767717936808,0.31680423520143525,False
xlm-roberta-base,L_PERSONAL_NAME,news,0.6396032307735162,7.522767949830804e-07,True
xlm-roberta-base,L_PERSONAL_NAME,reviews,0.48038255609479696,0.000477025573086198,True
xlm-roberta-base,L_PERSONAL_NAME,qa,0.21903285374300152,0.13051424864243594,False
xlm-roberta-base,L_POSSESSIVES,abstracts,0.027453656791127642,0.8514648250190047,False
xlm-roberta-base,L_POSSESSIVES,news,0.43453514000638394,0.0018096252833480315,True
xlm-roberta-base,L_POSSESSIVES,reviews,-0.1522531040545672,0.2963177355670833,False
xlm-roberta-base,L_POSSESSIVES,qa,0.03786223741136613,0.7961859828802065,False
xlm-roberta-base,L_ADJ_POSITIVE,abstracts,-0.10399413952546052,0.47702343256223806,False
xlm-roberta-base,L_ADJ_POSITIVE,news,-0.6531450098891397,3.640309670181332e-07,True
xlm-roberta-base,L_ADJ_POSITIVE,reviews,0.4025412450582481,0.004137998768935506,True
xlm-roberta-base,L_ADJ_POSITIVE,qa,-0.27147147143749306,0.05918084378007745,False
xlm-roberta-base,L_ADJ_COMPARATIVE,abstracts,0.10426135463476444,0.4758857744004632,False
xlm-roberta-base,L_ADJ_COMPARATIVE,news,0.42737444772820526,0.002192865348891234,True
xlm-roberta-base,L_ADJ_COMPARATIVE,reviews,0.5343969743107176,7.650190187653238e-05,True
xlm-roberta-base,L_ADJ_COMPARATIVE,qa,-0.13185456029113132,0.36646930500644387,False
xlm-roberta-base,L_ADJ_SUPERLATIVE,abstracts,0.3988217193304192,0.00453263592920164,True
xlm-roberta-base,L_ADJ_SUPERLATIVE,news,0.1821943874870345,0.2102220236698364,False
xlm-roberta-base,L_ADJ_SUPERLATIVE,reviews,-0.33621824194874284,0.018177209297345353,True
xlm-roberta-base,L_ADJ_SUPERLATIVE,qa,-0.13143474446719272,0.36801067864182935,False
xlm-roberta-base,L_ADV_POSITIVE,abstracts,0.10045327028076201,0.4922336585841292,False
xlm-roberta-base,L_ADV_POSITIVE,news,-0.6604337083414038,2.425909616147007e-07,True
xlm-roberta-base,L_ADV_POSITIVE,reviews,-0.12228806426533809,0.4025552708549084,False
xlm-roberta-base,L_ADV_POSITIVE,qa,-0.16792918102018653,0.24875799866532733,False
xlm-roberta-base,L_ADV_COMPARATIVE,abstracts,0.10996382197091925,0.4519542987442529,False
xlm-roberta-base,L_ADV_COMPARATIVE,news,-0.6626981302053889,2.1337030588884395e-07,True
xlm-roberta-base,L_ADV_COMPARATIVE,reviews,-0.19894636654273196,0.17055670701964984,False
xlm-roberta-base,L_ADV_COMPARATIVE,qa,-0.16400453850047772,0.2601485848712941,False
xlm-roberta-base,L_ADV_SUPERLATIVE,abstracts,0.13295947562354402,0.3624312153295105,False
xlm-roberta-base,L_ADV_SUPERLATIVE,news,-0.6624122333580789,2.1686908121933782e-07,True
xlm-roberta-base,L_ADV_SUPERLATIVE,reviews,-0.19185241633199243,0.18663346774056647,False
xlm-roberta-base,L_ADV_SUPERLATIVE,qa,-0.17398615950386406,0.23184981480001415,False
xlm-roberta-base,ST_REPETITIONS_WORDS,abstracts,0.3129313242704235,0.02857643360762792,True
xlm-roberta-base,ST_REPETITIONS_WORDS,news,0.6518170530695558,3.9151166087202167e-07,True
xlm-roberta-base,ST_REPETITIONS_WORDS,reviews,0.15811907951659215,0.2778754930299215,False
xlm-roberta-base,ST_REPETITIONS_WORDS,qa,-0.21319370338008686,0.14134543646228953,False
xlm-roberta-base,ST_REPETITIONS_SENT,abstracts,,,False
xlm-roberta-base,ST_REPETITIONS_SENT,news,,,False
xlm-roberta-base,ST_REPETITIONS_SENT,reviews,,,False
xlm-roberta-base,ST_REPETITIONS_SENT,qa,,,False
xlm-roberta-base,L_I_PRON,abstracts,0.09351935956201834,0.5227325207968975,False
xlm-roberta-base,L_I_PRON,news,0.30308407625316713,0.034269023819242135,True
xlm-roberta-base,L_I_PRON,reviews,0.5113219584747517,0.00017359863464461503,True
xlm-roberta-base,L_I_PRON,qa,0.21599549332820647,0.13606779934582852,False
xlm-roberta-base,L_HE_PRON,abstracts,0.14232382764419407,0.3292995905848602,False
xlm-roberta-base,L_HE_PRON,news,0.6220011330531028,1.8362125377020859e-06,True
xlm-roberta-base,L_HE_PRON,reviews,0.426936010998829,0.002218511452916941,True
xlm-roberta-base,L_HE_PRON,qa,0.11265760702206819,0.44088266277323723,False
xlm-roberta-base,L_SHE_PRON,abstracts,-0.06562222583266168,0.6541671941566695,False
xlm-roberta-base,L_SHE_PRON,news,0.6564746263695472,3.0283620909684116e-07,True
xlm-roberta-base,L_SHE_PRON,reviews,0.6085665012426087,3.5000037235299902e-06,True
xlm-roberta-base,L_SHE_PRON,qa,0.005537181163790983,0.9698790988039832,False
xlm-roberta-base,L_IT_PRON,abstracts,-0.1836414009122731,0.20656094313721932,False
xlm-roberta-base,L_IT_PRON,news,0.44945999508672513,0.0011962485758597022,True
xlm-roberta-base,L_IT_PRON,reviews,0.3112142466689547,0.02950805209948708,True
xlm-roberta-base,L_IT_PRON,qa,0.02217717799116463,0.8797775670867345,False
xlm-roberta-base,L_YOU_PRON,abstracts,0.08178671255950609,0.5763904507887614,False
xlm-roberta-base,L_YOU_PRON,news,0.5805600562447475,1.2260917191833977e-05,True
xlm-roberta-base,L_YOU_PRON,reviews,-0.19213407545274006,0.18597520294833342,False
xlm-roberta-base,L_YOU_PRON,qa,-0.07958805866388124,0.586718240718776,False
xlm-roberta-base,L_WE_PRON,abstracts,0.13006363835876691,0.3730719079893194,False
xlm-roberta-base,L_WE_PRON,news,0.25418177905186407,0.07799953347432963,False
xlm-roberta-base,L_WE_PRON,reviews,-0.18518366928643396,0.20270842527153543,False
xlm-roberta-base,L_WE_PRON,qa,-0.20271861896841326,0.16242849214559563,False
xlm-roberta-base,L_THEY_PRON,abstracts,0.1416221220323761,0.33171428311808804,False
xlm-roberta-base,L_THEY_PRON,news,0.3450108805895657,0.015191120070426865,True
xlm-roberta-base,L_THEY_PRON,reviews,0.17410972012586046,0.23151332315275033,False
xlm-roberta-base,L_THEY_PRON,qa,0.011574796014365812,0.9370847098115388,False
xlm-roberta-base,L_ME_PRON,abstracts,0.07888914415949871,0.5900185586054505,False
xlm-roberta-base,L_ME_PRON,news,0.31880957600916904,0.02557068027595717,True
xlm-roberta-base,L_ME_PRON,reviews,0.05883796209030595,0.6879920198043973,False
xlm-roberta-base,L_ME_PRON,qa,0.22585174695215204,0.1186684402717633,False
xlm-roberta-base,L_YOU_OBJ_PRON,abstracts,,,False
xlm-roberta-base,L_YOU_OBJ_PRON,news,0.4856230505368049,0.000404651616644359,True
xlm-roberta-base,L_YOU_OBJ_PRON,reviews,-0.2841282525333745,0.04786783417291264,True
xlm-roberta-base,L_YOU_OBJ_PRON,qa,-0.018421956730145267,0.9000206142615211,False
xlm-roberta-base,L_HIM_PRON,abstracts,0.14452456316885434,0.32179817687899925,False
xlm-roberta-base,L_HIM_PRON,news,0.445339345716519,0.0013435831486158136,True
xlm-roberta-base,L_HIM_PRON,reviews,0.1196871357125828,0.4127110025798536,False
xlm-roberta-base,L_HIM_PRON,qa,-0.34251789599151533,0.01599195269308827,True
xlm-roberta-base,L_HER_OBJECT_PRON,abstracts,,,False
xlm-roberta-base,L_HER_OBJECT_PRON,news,0.580882753964009,1.2093023944330935e-05,True
xlm-roberta-base,L_HER_OBJECT_PRON,reviews,0.49536925220519357,0.00029586857218835016,True
xlm-roberta-base,L_HER_OBJECT_PRON,qa,-0.18626288076139658,0.20004290551082846,False
xlm-roberta-base,L_IT_OBJECT_PRON,abstracts,0.24712979793718684,0.08691209497779152,False
xlm-roberta-base,L_IT_OBJECT_PRON,news,0.6548313968011199,3.317246955868696e-07,True
xlm-roberta-base,L_IT_OBJECT_PRON,reviews,0.5795036193755788,1.2825725086610403e-05,True
xlm-roberta-base,L_IT_OBJECT_PRON,qa,0.15187926222335815,0.29751931681698024,False
xlm-roberta-base,L_US_PRON,abstracts,0.1120436810016271,0.4433926177357793,False
xlm-roberta-base,L_US_PRON,news,0.35189037128351647,0.01315616091521902,True
xlm-roberta-base,L_US_PRON,reviews,-0.14855566549749438,0.3083401803126069,False
xlm-roberta-base,L_US_PRON,qa,0.1666252248162747,0.25250442966432746,False
xlm-roberta-base,L_THEM_PRON,abstracts,0.29975981588329453,0.03639056122954043,True
xlm-roberta-base,L_THEM_PRON,news,-0.03135009456357009,0.8306734129586865,False
xlm-roberta-base,L_THEM_PRON,reviews,0.18791972604090135,0.1959990564834585,False
xlm-roberta-base,L_THEM_PRON,qa,-0.27774242988138825,0.05333338117256547,False
xlm-roberta-base,L_MY_PRON,abstracts,,,False
xlm-roberta-base,L_MY_PRON,news,0.2897212227686599,0.043463374951588356,True
xlm-roberta-base,L_MY_PRON,reviews,0.53843319031431,6.587736073040149e-05,True
xlm-roberta-base,L_MY_PRON,qa,0.07523395806550008,0.6074117321658197,False
xlm-roberta-base,L_YOUR_PRON,abstracts,-0.22219837251999996,0.12490927887317649,False
xlm-roberta-base,L_YOUR_PRON,news,0.5905213117810855,7.95606727213896e-06,True
xlm-roberta-base,L_YOUR_PRON,reviews,-0.44122488855739983,0.0015066437055006705,True
xlm-roberta-base,L_YOUR_PRON,qa,-0.04633386989843996,0.7519007399084727,False
xlm-roberta-base,L_HIS_PRON,abstracts,0.21161929574577704,0.144377106920126,False
xlm-roberta-base,L_HIS_PRON,news,0.5542399669199214,3.5998054451824156e-05,True
xlm-roberta-base,L_HIS_PRON,reviews,0.12636057699822303,0.38694817218977046,False
xlm-roberta-base,L_HIS_PRON,qa,-0.2548724170656739,0.07716691063716379,False
xlm-roberta-base,L_HER_PRON,abstracts,,,False
xlm-roberta-base,L_HER_PRON,news,0.5588386797035457,3.00192557875167e-05,True
xlm-roberta-base,L_HER_PRON,reviews,0.08339373901631436,0.5688946406925754,False
xlm-roberta-base,L_HER_PRON,qa,-0.19362489026859644,0.18251867123355447,False
xlm-roberta-base,L_ITS_PRON,abstracts,0.043087413776023986,0.7687867611118445,False
xlm-roberta-base,L_ITS_PRON,news,0.49218762753456813,0.0003280475177458394,True
xlm-roberta-base,L_ITS_PRON,reviews,-0.5785422003751737,1.3360499113828722e-05,True
xlm-roberta-base,L_ITS_PRON,qa,-0.2041284133990073,0.15946454290503642,False
xlm-roberta-base,L_OUR_PRON,abstracts,-0.10532297307539601,0.47138022855557565,False
xlm-roberta-base,L_OUR_PRON,news,0.20274358606800325,0.1623756539630951,False
xlm-roberta-base,L_OUR_PRON,reviews,-0.4491554141455136,0.0012066226363810514,True
xlm-roberta-base,L_OUR_PRON,qa,-0.35462813537476123,0.012413802651174177,True
xlm-roberta-base,L_THEIR_PRON,abstracts,0.3286732989669966,0.021122467940109038,True
xlm-roberta-base,L_THEIR_PRON,news,0.49136614361896075,0.0003368549401338296,True
xlm-roberta-base,L_THEIR_PRON,reviews,-0.6279812094780409,1.3644371493636736e-06,True
xlm-roberta-base,L_THEIR_PRON,qa,-0.3103698192840397,0.029975394901308752,True
xlm-roberta-base,L_YOURS_PRON,abstracts,,,False
xlm-roberta-base,L_YOURS_PRON,news,0.1922454657521216,0.18571533177667499,False
xlm-roberta-base,L_YOURS_PRON,reviews,0.3261290361650165,0.022202228550866968,True
xlm-roberta-base,L_YOURS_PRON,qa,-0.31958806919767296,0.02519321806248445,True
xlm-roberta-base,L_THEIRS_PRON,abstracts,,,False
xlm-roberta-base,L_THEIRS_PRON,news,-0.5398286356185024,6.253059974212077e-05,True
xlm-roberta-base,L_THEIRS_PRON,reviews,-0.09179439069921955,0.5304629625795562,False
xlm-roberta-base,L_THEIRS_PRON,qa,0.15347219586407446,0.2924212594137258,False
xlm-roberta-base,L_HERS_PRON,abstracts,,,False
xlm-roberta-base,L_HERS_PRON,news,-0.6097364479890999,3.3127157079830783e-06,True
xlm-roberta-base,L_HERS_PRON,reviews,-0.10118246519481769,0.48908088276393624,False
xlm-roberta-base,L_HERS_PRON,qa,0.14683248504681962,0.31404834907844453,False
