detection_model,metric,model,correlation,pvalue,significant
microsoft/deberta-v3-small,POS_PRO,qwen14b,0.179193238687596,0.03163410503350779,True
microsoft/deberta-v3-small,POS_PRO,solar,-0.07796079326589692,0.3529976404383958,False
microsoft/deberta-v3-small,G_PASSIVE,mistral,0.20804382258690884,0.012342109267314699,True
microsoft/deberta-v3-small,G_PASSIVE,deepseek,-0.1118090540873454,0.18213746599060862,False
microsoft/deberta-v3-small,G_PASSIVE,llama3.3,0.18312928956566057,0.028019506936530218,True
microsoft/deberta-v3-small,G_PASSIVE,qwen72b,0.006155674556788757,0.9416270776374391,False
microsoft/deberta-v3-small,G_PASSIVE,qwen32b,0.12995930096934033,0.12053989359064722,False
microsoft/deberta-v3-small,G_PASSIVE,qwen14b,0.031761295930521155,0.705498071961096,False
microsoft/deberta-v3-small,G_PASSIVE,solar,0.24704434506447817,0.002834796950486893,True
microsoft/deberta-v3-small,G_ACTIVE,mistral,-0.23092339095812917,0.005358228601221621,True
microsoft/deberta-v3-small,G_ACTIVE,deepseek,0.07280383411095301,0.3858415636215812,False
microsoft/deberta-v3-small,G_ACTIVE,llama3.3,-0.06947393456008992,0.4079981122702776,False
microsoft/deberta-v3-small,G_ACTIVE,qwen72b,0.07826348478186912,0.3511258289023826,False
microsoft/deberta-v3-small,G_ACTIVE,qwen32b,0.10695874964964441,0.20196173302394343,False
microsoft/deberta-v3-small,G_ACTIVE,qwen14b,0.1494707736892297,0.07376380298085855,False
microsoft/deberta-v3-small,G_ACTIVE,solar,-0.14567270328038953,0.08148345886693566,False
microsoft/deberta-v3-small,G_PRESENT,mistral,-0.19744857061145055,0.017685635945223314,True
microsoft/deberta-v3-small,G_PRESENT,deepseek,0.15166199434181674,0.06958634679588012,False
microsoft/deberta-v3-small,G_PRESENT,llama3.3,-0.04353747340754911,0.6043591257175994,False
microsoft/deberta-v3-small,G_PRESENT,qwen72b,0.09848577192789541,0.2402402210419836,False
microsoft/deberta-v3-small,G_PRESENT,qwen32b,0.16383930876356445,0.04973722693245492,True
microsoft/deberta-v3-small,G_PRESENT,qwen14b,0.1810811244797475,0.02985382983481408,True
microsoft/deberta-v3-small,G_PRESENT,solar,-0.0595228733097688,0.4785243389066629,False
microsoft/deberta-v3-small,G_PAST,mistral,-0.09264031039734083,0.26943191870930533,False
microsoft/deberta-v3-small,G_PAST,deepseek,-0.08407034064178869,0.316427430124974,False
microsoft/deberta-v3-small,G_PAST,llama3.3,0.029911409917805762,0.7219242285904769,False
microsoft/deberta-v3-small,G_PAST,qwen72b,0.05635191523435126,0.5023079499768504,False
microsoft/deberta-v3-small,G_PAST,qwen32b,0.0817977031352703,0.32973288778872656,False
microsoft/deberta-v3-small,G_PAST,qwen14b,0.07604997689742579,0.36495760477912376,False
microsoft/deberta-v3-small,G_PAST,solar,-0.030739298027421577,0.7145567365734843,False
microsoft/deberta-v3-small,G_FUTURE,mistral,-0.05996790600585616,0.4752358087916131,False
microsoft/deberta-v3-small,G_FUTURE,deepseek,0.03048881198720127,0.716783107856297,False
microsoft/deberta-v3-small,G_FUTURE,llama3.3,0.16595716622468454,0.04681867833566409,True
microsoft/deberta-v3-small,G_FUTURE,qwen72b,0.06540379352963638,0.436074171400397,False
microsoft/deberta-v3-small,G_FUTURE,qwen32b,0.08925684929512968,0.2873865463463347,False
microsoft/deberta-v3-small,G_FUTURE,qwen14b,0.055203210354645565,0.5110738861132285,False
microsoft/deberta-v3-small,G_FUTURE,solar,0.04178703448469252,0.6189835636312014,False
microsoft/deberta-v3-small,L_CONT_A,mistral,0.1713810301016041,0.03998828766722127,True
microsoft/deberta-v3-small,L_CONT_A,deepseek,0.031627919014221954,0.706677974243343,False
microsoft/deberta-v3-small,L_CONT_A,llama3.3,0.09899288119424927,0.23781596917789152,False
microsoft/deberta-v3-small,L_CONT_A,qwen72b,-0.07836276143038542,0.35051327069483224,False
microsoft/deberta-v3-small,L_CONT_A,qwen32b,-0.15513503074593069,0.06336061036538757,False
microsoft/deberta-v3-small,L_CONT_A,qwen14b,-0.10043576022904331,0.23101192395722928,False
microsoft/deberta-v3-small,L_CONT_A,solar,-0.16364400486514988,0.05001380893319222,False
microsoft/deberta-v3-small,L_FUNC_A,mistral,-0.20232347670383088,0.015018698461096495,True
microsoft/deberta-v3-small,L_FUNC_A,deepseek,0.01321737835562048,0.8750611709759893,False
microsoft/deberta-v3-small,L_FUNC_A,llama3.3,-0.2124510441727201,0.010574742521258323,True
microsoft/deberta-v3-small,L_FUNC_A,qwen72b,0.08718226263022513,0.29878190710960895,False
microsoft/deberta-v3-small,L_FUNC_A,qwen32b,0.16902118361513196,0.04284972061949508,True
microsoft/deberta-v3-small,L_FUNC_A,qwen14b,0.13119149829302734,0.11703070059831872,False
microsoft/deberta-v3-small,L_FUNC_A,solar,0.09207859931201083,0.2723587317717555,False
microsoft/deberta-v3-small,L_CONT_T,mistral,-0.2498154886177763,0.002530356938447127,True
microsoft/deberta-v3-small,L_CONT_T,deepseek,0.04090238979587196,0.6264321896371491,False
microsoft/deberta-v3-small,L_CONT_T,llama3.3,0.06756729193022697,0.42101527811924494,False
microsoft/deberta-v3-small,L_CONT_T,qwen72b,-0.028889830992939014,0.7310506324701349,False
microsoft/deberta-v3-small,L_CONT_T,qwen32b,-0.10095151271181031,0.22861336831466367,False
microsoft/deberta-v3-small,L_CONT_T,qwen14b,0.011002027310040075,0.8958721056664614,False
microsoft/deberta-v3-small,L_CONT_T,solar,-0.21872659089278024,0.008443155216371961,True
microsoft/deberta-v3-small,L_FUNC_T,mistral,-0.2973754120004273,0.0002950097240316516,True
microsoft/deberta-v3-small,L_FUNC_T,deepseek,-0.07675384694669513,0.3605231943881553,False
microsoft/deberta-v3-small,L_FUNC_T,llama3.3,0.06775574528659131,0.4197180168584971,False
microsoft/deberta-v3-small,L_FUNC_T,qwen72b,0.04016159673237271,0.6326987752699753,False
microsoft/deberta-v3-small,L_FUNC_T,qwen32b,0.14196105990620375,0.08964130431584244,False
microsoft/deberta-v3-small,L_FUNC_T,qwen14b,0.17271750012368106,0.03844011560924985,True
microsoft/deberta-v3-small,L_FUNC_T,solar,-0.05448170851130843,0.5166199228671682,False
microsoft/deberta-v3-small,L_PROPER_NAME,mistral,0.0601514586480856,0.47388304511444446,False
microsoft/deberta-v3-small,L_PROPER_NAME,deepseek,-0.08031234792604257,0.33862000614661997,False
microsoft/deberta-v3-small,L_PROPER_NAME,llama3.3,0.1917210102908089,0.021335262155292287,True
microsoft/deberta-v3-small,L_PROPER_NAME,qwen72b,-0.008509278710290292,0.9193732566915823,False
microsoft/deberta-v3-small,L_PROPER_NAME,qwen32b,-0.01866303235140907,0.8242953169926598,False
microsoft/deberta-v3-small,L_PROPER_NAME,qwen14b,0.018649881938834035,0.8244171249982333,False
microsoft/deberta-v3-small,L_PROPER_NAME,solar,0.19544095229274883,0.018898008897698118,True
microsoft/deberta-v3-small,L_PERSONAL_NAME,mistral,0.011731449338713472,0.8890113952027329,False
microsoft/deberta-v3-small,L_PERSONAL_NAME,deepseek,-0.08055081522583467,0.3371830592955324,False
microsoft/deberta-v3-small,L_PERSONAL_NAME,llama3.3,0.20280120257506404,0.014777260677957161,True
microsoft/deberta-v3-small,L_PERSONAL_NAME,qwen72b,0.026357176440185873,0.7538369822979898,False
microsoft/deberta-v3-small,L_PERSONAL_NAME,qwen32b,0.05123238381906382,0.5419736693813939,False
microsoft/deberta-v3-small,L_PERSONAL_NAME,qwen14b,0.0478887465045665,0.5686887631725025,False
microsoft/deberta-v3-small,L_PERSONAL_NAME,solar,0.1642495710236011,0.049160360801866844,True
microsoft/deberta-v3-small,L_POSSESSIVES,mistral,-0.16783050302526273,0.04435728470142467,True
microsoft/deberta-v3-small,L_POSSESSIVES,deepseek,-0.03740580966157123,0.6562377609349251,False
microsoft/deberta-v3-small,L_POSSESSIVES,llama3.3,-0.02801163090613077,0.7389264167857004,False
microsoft/deberta-v3-small,L_POSSESSIVES,qwen72b,-0.026535322851032685,0.7522269785469992,False
microsoft/deberta-v3-small,L_POSSESSIVES,qwen32b,-0.017907666446915667,0.831298724044278,False
microsoft/deberta-v3-small,L_POSSESSIVES,qwen14b,-0.04447831739484648,0.5965625876001726,False
microsoft/deberta-v3-small,L_POSSESSIVES,solar,-0.029174806662706526,0.7285009124174365,False
microsoft/deberta-v3-small,L_ADJ_POSITIVE,mistral,-0.018129755417894494,0.8292382145513733,False
microsoft/deberta-v3-small,L_ADJ_POSITIVE,deepseek,0.11238239301525796,0.17989196115727746,False
microsoft/deberta-v3-small,L_ADJ_POSITIVE,llama3.3,-0.028366283718821574,0.7357425396161265,False
microsoft/deberta-v3-small,L_ADJ_POSITIVE,qwen72b,-0.0422078743474969,0.6154536129126063,False
microsoft/deberta-v3-small,L_ADJ_POSITIVE,qwen32b,0.004475049247715218,0.9575463966499618,False
microsoft/deberta-v3-small,L_ADJ_POSITIVE,qwen14b,0.06026830296431401,0.47302300689578436,False
microsoft/deberta-v3-small,L_ADJ_POSITIVE,solar,-0.21321760727004432,0.010291205269406647,True
microsoft/deberta-v3-small,L_ADJ_COMPARATIVE,mistral,0.007114987943717234,0.9325501404845725,False
microsoft/deberta-v3-small,L_ADJ_COMPARATIVE,deepseek,-0.11246298741126579,0.17957794890727258,False
microsoft/deberta-v3-small,L_ADJ_COMPARATIVE,llama3.3,-0.19694825345536981,0.017981282556488905,True
microsoft/deberta-v3-small,L_ADJ_COMPARATIVE,qwen72b,0.039723952382873885,0.636413271702417,False
microsoft/deberta-v3-small,L_ADJ_COMPARATIVE,qwen32b,0.12414613212069206,0.13820433438333465,False
microsoft/deberta-v3-small,L_ADJ_COMPARATIVE,qwen14b,0.08596355145479512,0.30561337227284374,False
microsoft/deberta-v3-small,L_ADJ_COMPARATIVE,solar,-0.2177379397158291,0.008751422092534138,True
microsoft/deberta-v3-small,L_ADJ_SUPERLATIVE,mistral,0.08755173806092278,0.2967308988150341,False
microsoft/deberta-v3-small,L_ADJ_SUPERLATIVE,deepseek,-0.015459334847134548,0.8540870492459943,False
microsoft/deberta-v3-small,L_ADJ_SUPERLATIVE,llama3.3,0.20749711078807212,0.012578463073879704,True
microsoft/deberta-v3-small,L_ADJ_SUPERLATIVE,qwen72b,0.06464820549219216,0.4414048955013048,False
microsoft/deberta-v3-small,L_ADJ_SUPERLATIVE,qwen32b,0.0764675542190002,0.3623227985092841,False
microsoft/deberta-v3-small,L_ADJ_SUPERLATIVE,qwen14b,0.03230644415911203,0.7006827933987716,False
microsoft/deberta-v3-small,L_ADJ_SUPERLATIVE,solar,0.28488309289313973,0.0005385699161338782,True
microsoft/deberta-v3-small,L_ADV_POSITIVE,mistral,-0.18354382928460342,0.02766018374862722,True
microsoft/deberta-v3-small,L_ADV_POSITIVE,deepseek,-0.01528820296480507,0.8556846357166777,False
microsoft/deberta-v3-small,L_ADV_POSITIVE,llama3.3,-0.023676786936063395,0.7781852880155301,False
microsoft/deberta-v3-small,L_ADV_POSITIVE,qwen72b,0.0782451417841526,0.35123908255492575,False
microsoft/deberta-v3-small,L_ADV_POSITIVE,qwen32b,0.10025486426483449,0.23185737348590083,False
microsoft/deberta-v3-small,L_ADV_POSITIVE,qwen14b,0.08688714057127248,0.30042688034354953,False
microsoft/deberta-v3-small,L_ADV_POSITIVE,solar,-0.17896728850111923,0.03185309161280686,True
microsoft/deberta-v3-small,L_ADV_COMPARATIVE,mistral,-0.17146381797865945,0.039890888315200254,True
microsoft/deberta-v3-small,L_ADV_COMPARATIVE,deepseek,-0.009569161000213905,0.9093711749630969,False
microsoft/deberta-v3-small,L_ADV_COMPARATIVE,llama3.3,-0.05855964666615899,0.4856839456967999,False
microsoft/deberta-v3-small,L_ADV_COMPARATIVE,qwen72b,0.07885520385920841,0.34748471553787635,False
microsoft/deberta-v3-small,L_ADV_COMPARATIVE,qwen32b,0.08807812998095492,0.29382495562179284,False
