,abstracts,news,reviews,qa
0,0.0,8.111565781014491e-05,4.804263407024153e-05,-5.184033177812334e-07
1,-8.111565781014491e-05,0.0,-3.307302373990338e-05,-8.163406112792614e-05
2,-4.804263407024153e-05,3.307302373990338e-05,0.0,-4.8561037388022763e-05
3,5.184033177812334e-07,8.163406112792614e-05,4.8561037388022763e-05,0.0
