,mistral,deepseek,llama3.3,qwen72b,qwen32b,qwen14b,solar
0,0.0,1.020846765527633e-06,-1.3202266722291734e-05,7.720828911713663e-07,-1.7045467040519006e-06,1.9040631659853996e-06,-1.7810037488009398e-05
1,-1.020846765527633e-06,0.0,-1.4223113487819368e-05,-2.487638743562668e-07,-2.7253934695795337e-06,8.832164004577665e-07,-1.883088425353703e-05
2,1.3202266722291734e-05,1.4223113487819368e-05,0.0,1.39743496134631e-05,1.1497720018239833e-05,1.5106329888277134e-05,-4.607770765717664e-06
3,-7.720828911713663e-07,2.487638743562668e-07,-1.39743496134631e-05,0.0,-2.476629595223267e-06,1.1319802748140333e-06,-1.8582120379180764e-05
4,1.7045467040519006e-06,2.7253934695795337e-06,-1.1497720018239833e-05,2.476629595223267e-06,0.0,3.6086098700373e-06,-1.6105490783957497e-05
5,-1.9040631659853996e-06,-8.832164004577665e-07,-1.5106329888277134e-05,-1.1319802748140333e-06,-3.6086098700373e-06,0.0,-1.9714100653994797e-05
6,1.7810037488009398e-05,1.883088425353703e-05,4.607770765717664e-06,1.8582120379180764e-05,1.6105490783957497e-05,1.9714100653994797e-05,0.0
