,abstracts,news,reviews,qa
0,0.0,1.1591043876663131e-05,1.4606461890126646e-06,6.355453486909965e-06
1,-1.1591043876663131e-05,0.0,-1.0130397687650466e-05,-5.235590389753165e-06
2,-1.4606461890126646e-06,1.0130397687650466e-05,0.0,4.894807297897301e-06
3,-6.355453486909965e-06,5.235590389753165e-06,-4.894807297897301e-06,0.0
